user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What is the risk level of ""Carrier Identity Spoofing""?",0.0,1.0,0.0,0.0
"What is the protocol used by ""Receipt Delivery""?",0.0,0.9939107327190981,0.0,0.0
"What is the protocol used by ""Customer Profile Lookup""?",0.0,0.9938593772239208,0.0,0.9999999999
"What is the cost of ""Immutable Append-Only Log Storage""?",1.0,0.9988035384656923,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine""?",0.0,0.0,0.0,0.0
"Which data flows are inputs to ""Screen for Fraud""?",0.5,0.9882232493836526,1.0,0.9999999999
"Which data store receives ""Refund Execution Audit Entry""?",1.0,0.8684246793700372,1.0,0.9999999999
"Which is the following task after ""Ship Order""?",1.0,0.9803875431640111,1.0,0.9999999999
"Which is the following task after ""Display Return Policy""?",1.0,0.9779879012304216,1.0,0.9999999999
"Which are the possible mitigations for threat ""Payment Data Tampering in Transit""?",0.5,0.9956714079051573,1.0,0.9999999999
"What threats are linked to ""Generate Delivery Milestone""?",0.5,0.9929571731908347,0.0,0.9999999999
"What categories are the mitigations which can counter threat named ""Sensitive Data Leakage in Receipts""?",1.0,0.9632013958496453,1.0,0.9999999999
"Which trust boundaries are crossed by the data flows that are input to ""Execute Refund""?",1.0,0.9262303896971025,1.0,0.9999999999
"What trust zone does the data store that stores ""Payment Record Storage"" reside in?",0.0,0.9266351465714942,1.0,0.9999999999
"What mitigations are implemented to data store ""Fraud Rules Repository""?",0.0,0.972688055973025,0.0,0.0
"What threats impact the data flows which are outputted by the process ""Execute Payment Transaction""?",0.16666666666666666,0.9719127684125225,1.0,0.9999999999
"What threats impact the data flows which cross the trust boundary named ""Internal Order Management Zone (1)""?",0.0,0.9952468533044619,1.0,0.9999999999
"What mitigations are implemented for the processes residing in trust zone named ""Internal Network Boundary (2)""?",0.25,0.8153931221803777,1.0,0.9999999999
"What mitigations secure the data flows stored by the data store ""Customer Database""?",0.6666666666666666,0.9407725686620877,1.0,0.9999999999
"What threats impact the external entity which sends the data flow named ""Carrier Tracking Update""?",0.0,0.9345933637840371,1.0,0.9999999999
"What categories are the threats impacting the data flows which are outputs of the process ""Publish Approved Review""?",0.6666666666666666,0.9703110545565988,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Audit Log""?",0.5,0.9623357841573146,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Order and Shipment Database""?",1.0,0.9913982018758871,1.0,0.9999999999
"What threats impact the process which outputs the data flow which is stored by data store ""Inventory Database""?",0.6,0.9589670788058946,1.0,0.9999999999
"What mitigations are used for the process which outputs the data flow that is taken as input by process ""Assess Return Eligibility""?",0.5,0.9506648073341726,0.0,0.0
"What are the external entities from the ""Process Payment"" BPMN Sub-Process?",1.0,0.882356647383804,1.0,0.9999999999
"What are the data stores from the ""Manage Customer Profile"" BPMN Sub-Process?",0.0,0.7511870802735345,1.0,0.9999999999
"What threats affect the processes from the DFD decomposition of ""Process Tracking Update & Notify Customer"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the threats and risk levels of threats affecting processes from the DFD decomposition of ""Submit and Moderate Review"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the trust zones from the DFD Decomposition of ""Process Return & Issue Refund"" BPMN Sub-Process?",0.0,0.8043781345188468,1.0,0.9999999999
"What threats affect the ""Screen for Fraud"" process?",0.0,0.9917748290638845,1.0,0.9999999999
"What are the threats affecting the ""Execute Payment Transaction"" process?",0.0,0.998958089834782,0.0,0.9999999999
"What are the threats affecting the ""Session Store"" data store?",0.5,0.9988951760685677,1.0,0.9999999999
"What are the threats affecting the ""Content Moderation Service (ModerateAI)"" external entity?",0.0,0.9993113836913192,1.0,0.9999999999
"What are the threats affecting the ""Order and Shipment Database"" data store?",1.0,0.9988969932647213,1.0,0.9999999999
"Which threats can ""Immutable Append-Only Log Storage"" mitigate?",0.7142857142857143,0.9908968047220376,0.6666666666666666,0.9999999999
"Which mitigations are defined for ""Transaction Repudiation""?",0.5,0.9877482817774992,0.0,0.9999999999
"Which mitigations are defined for ""Refund Amount Escalation""?",1.0,0.9854028819596561,1.0,0.9999999999
"Which threats does ""Carrier API Key Authentication and IP Allowlisting"" mitigate?",1.0,0.9962217531115428,1.0,0.9999999999
"Which mitigations are defined for ""Refund Repudiation""?",0.3333333333333333,0.9862372417981539,0.0,0.9999999999
"To what processes is the external entity ""Customer"" sending data flows across all cases?",1.0,0.9543529783801833,1.0,0.9999999999
"What data flows are being sent by external entity ""Payment Gateway Provider (StripeConnect)"" across all cases?",0.0,0.953313357514854,0.0,0.9999999999
"To what threats is the data store ""Customer Database"" exposed across all cases?",1.0,0.9537186352246287,0.0,0.9999999999
"What mitigations are defined for the data flows stored by data store ""Audit Log"" across all cases?",0.7777777777777778,0.952727632731296,1.0,0.9999999999
"What threats are being mitigated by mitigation ""Comprehensive Transaction Logging"" across all cases?",0.0,0.9639952417091483,0.0,0.9999999999
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",0.5,0.9547065773459464,1.0,0.9999999999
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",0.6666666666666666,0.0,1.0,0.9999999999
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",0.5,0.949658300054207,1.0,0.9999999999
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.0,0.8701928594455124,0.0,0.0
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",0.0,0.8143470614128069,1.0,0.9999999999
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",1.0,0.9703003765630284,1.0,0.9999999999
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",0.5,0.9920212562028827,1.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",0.5,0.99106167407765,0.5,0.9999999999
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",0.2,0.9951264782310749,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",0.5,0.9953606988310568,1.0,0.9999999999
