user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What is the risk level of ""Carrier Identity Spoofing""?",1.0,0.9892945999089255,1.0,0.9999999999
"What is the protocol used by ""Receipt Delivery""?",0.0,0.9939107327190981,1.0,0.9999999999
"What is the protocol used by ""Customer Profile Lookup""?",0.0,0.9938593772239208,1.0,0.9999999999
"What is the cost of ""Immutable Append-Only Log Storage""?",0.0,0.9999999999999998,0.0,0.0
"What is the implementation status of ""Return Eligibility Verification Engine""?",1.0,0.0,1.0,0.9999999999
"Which data flows are inputs to ""Screen for Fraud""?",0.0,0.9882233282232017,0.0,0.0
"Which data store receives ""Refund Execution Audit Entry""?",0.0,0.8684246793700372,0.0,0.0
"Which is the following task after ""Ship Order""?",1.0,0.9808115485934142,1.0,0.9999999999
"Which is the following task after ""Display Return Policy""?",1.0,0.9779879012304216,1.0,0.9999999999
"Which are the possible mitigations for threat ""Payment Data Tampering in Transit""?",0.5,0.9956714079051573,1.0,0.9999999999
"What threats are linked to ""Generate Delivery Milestone""?",0.0,0.9929699953956166,0.0,0.9999999999
"What categories are the mitigations which can counter threat named ""Sensitive Data Leakage in Receipts""?",1.0,0.9600240752370649,1.0,0.9999999999
"Which trust boundaries are crossed by the data flows that are input to ""Execute Refund""?",1.0,0.9148133348091363,1.0,0.9999999999
"What trust zone does the data store that stores ""Payment Record Storage"" reside in?",0.0,0.9266351465714942,1.0,0.9999999999
"What mitigations are implemented to data store ""Fraud Rules Repository""?",0.8,0.9820569106153416,1.0,0.9999999999
"What threats impact the data flows which are outputted by the process ""Execute Payment Transaction""?",0.16666666666666666,0.9657430444242192,1.0,0.9999999999
"What threats impact the data flows which cross the trust boundary named ""Internal Order Management Zone (1)""?",0.0,0.9942258802794056,0.0,0.0
"What mitigations are implemented for the processes residing in trust zone named ""Internal Network Boundary (2)""?",0.0,0.0,1.0,0.9999999999
"What mitigations secure the data flows stored by the data store ""Customer Database""?",0.0,0.9457182250496371,0.0,0.0
"What threats impact the external entity which sends the data flow named ""Carrier Tracking Update""?",0.0,0.9356296288247528,0.0,0.0
"What categories are the threats impacting the data flows which are outputs of the process ""Publish Approved Review""?",0.5,0.9729003992634505,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Audit Log""?",0.5,0.9623357841573146,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Order and Shipment Database""?",0.75,0.9901903217644052,1.0,0.9999999999
"What threats impact the process which outputs the data flow which is stored by data store ""Inventory Database""?",0.6,0.8380243333222239,1.0,0.9999999999
"What mitigations are used for the process which outputs the data flow that is taken as input by process ""Assess Return Eligibility""?",0.0,0.950674660882608,1.0,0.9999999999
"What are the external entities from the ""Process Payment"" BPMN Sub-Process?",1.0,0.8836436497999625,1.0,0.9999999999
"What are the data stores from the ""Manage Customer Profile"" BPMN Sub-Process?",0.0,0.7511870802735345,0.0,0.9999999999
"What threats affect the processes from the DFD decomposition of ""Process Tracking Update & Notify Customer"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the threats and risk levels of threats affecting processes from the DFD decomposition of ""Submit and Moderate Review"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the trust zones from the DFD Decomposition of ""Process Return & Issue Refund"" BPMN Sub-Process?",1.0,0.8043781345188468,1.0,0.9999999999
"What threats affect the ""Screen for Fraud"" process?",0.5,0.9917691118256142,1.0,0.9999999999
"What are the threats affecting the ""Execute Payment Transaction"" process?",0.0,0.998958089834782,1.0,0.9999999999
