user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What is the risk level of ""Carrier Identity Spoofing""?",1.0,1.0,1.0,0.9999999999
"What is the protocol used by ""Receipt Delivery""?",1.0,0.9939107327190981,1.0,0.9999999999
"What is the protocol used by ""Customer Profile Lookup""?",1.0,0.9938593772239208,1.0,0.9999999999
"What is the cost of ""Immutable Append-Only Log Storage""?",0.0,0.97032117351505,0.0,0.0
"What is the implementation status of ""Return Eligibility Verification Engine""?",0.0,0.0,0.0,0.0
"Which data flows are inputs to ""Screen for Fraud""?",1.0,0.9774391112330517,1.0,0.9999999999
"Which data store receives ""Refund Execution Audit Entry""?",1.0,0.8382041361999742,1.0,0.9999999999
"Which is the following task after ""Ship Order""?",1.0,0.98141572952531,1.0,0.9999999999
"Which is the following task after ""Display Return Policy""?",1.0,0.9779879012304216,1.0,0.9999999999
"Which are the possible mitigations for threat ""Payment Data Tampering in Transit""?",1.0,0.9956714079051573,1.0,0.9999999999
"What threats are linked to ""Generate Delivery Milestone""?",0.0,0.9929571731908347,1.0,0.9999999999
"What categories are the mitigations which can counter threat named ""Sensitive Data Leakage in Receipts""?",1.0,0.960038363894314,1.0,0.9999999999
"Which trust boundaries are crossed by the data flows that are input to ""Execute Refund""?",1.0,0.9694339557969446,1.0,0.9999999999
"What trust zone does the data store that stores ""Payment Record Storage"" reside in?",1.0,0.9278201396141048,1.0,0.9999999999
"What mitigations are implemented to data store ""Fraud Rules Repository""?",1.0,0.972688055973025,1.0,0.9999999999
"What threats impact the data flows which are outputted by the process ""Execute Payment Transaction""?",0.5,0.9664513033292241,0.0,0.0
"What threats impact the data flows which cross the trust boundary named ""Internal Order Management Zone (1)""?",0.75,0.9739667403046874,1.0,0.9999999999
"What mitigations are implemented for the processes residing in trust zone named ""Internal Network Boundary (2)""?",0.75,0.9692226684826505,1.0,0.9999999999
"What mitigations secure the data flows stored by the data store ""Customer Database""?",0.5,0.9585782550126435,0.0,0.9999999999
"What threats impact the external entity which sends the data flow named ""Carrier Tracking Update""?",0.3333333333333333,0.935633846559972,0.0,0.9999999999
"What categories are the threats impacting the data flows which are outputs of the process ""Publish Approved Review""?",0.5,0.9729156180627367,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Audit Log""?",1.0,0.9696346151120486,0.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Order and Shipment Database""?",0.0,0.977209268035453,1.0,0.9999999999
"What threats impact the process which outputs the data flow which is stored by data store ""Inventory Database""?",0.6666666666666666,0.9151331614610682,0.0,0.9999999999
"What mitigations are used for the process which outputs the data flow that is taken as input by process ""Assess Return Eligibility""?",0.6666666666666666,0.829415380959854,0.0,0.9999999999
"What are the external entities from the ""Process Payment"" BPMN Sub-Process?",1.0,0.882356647383804,1.0,0.9999999999
"What are the data stores from the ""Manage Customer Profile"" BPMN Sub-Process?",0.0,0.7511870802735345,1.0,0.9999999999
"What threats affect the processes from the DFD decomposition of ""Process Tracking Update & Notify Customer"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the threats and risk levels of threats affecting processes from the DFD decomposition of ""Submit and Moderate Review"" BPMN Sub-Process?",1.0,0.0,0.0,0.0
"What are the trust zones from the DFD Decomposition of ""Process Return & Issue Refund"" BPMN Sub-Process?",0.0,0.8161400435634061,0.0,0.9999999999
"What threats affect the ""Screen for Fraud"" process?",0.3333333333333333,0.9917691118256142,1.0,0.9999999999
"What are the threats affecting the ""Execute Payment Transaction"" process?",1.0,0.998958089834782,1.0,0.9999999999
"What are the threats affecting the ""Session Store"" data store?",0.0,0.998893527340662,1.0,0.9999999999
"What are the threats affecting the ""Content Moderation Service (ModerateAI)"" external entity?",0.0,0.9993161185835367,1.0,0.9999999999
"What are the threats affecting the ""Order and Shipment Database"" data store?",0.25,0.998892473924953,1.0,0.9999999999
"Which threats can ""Immutable Append-Only Log Storage"" mitigate?",1.0,0.990891401893665,1.0,0.9999999999
"Which mitigations are defined for ""Transaction Repudiation""?",1.0,0.9877511791143583,1.0,0.9999999999
"Which mitigations are defined for ""Refund Amount Escalation""?",1.0,0.9854669270046084,1.0,0.9999999999
"Which threats does ""Carrier API Key Authentication and IP Allowlisting"" mitigate?",1.0,0.9728097801385736,1.0,0.9999999999
"Which mitigations are defined for ""Refund Repudiation""?",1.0,0.9862242764943584,1.0,0.9999999999
"To what processes is the external entity ""Customer"" sending data flows across all cases?",0.6,0.9446318104308011,0.0,0.9999999999
"What data flows are being sent by external entity ""Payment Gateway Provider (StripeConnect)"" across all cases?",1.0,0.9572895325546614,1.0,0.9999999999
"To what threats is the data store ""Customer Database"" exposed across all cases?",0.0,0.9745178035250719,0.0,0.9999999999
"What mitigations are defined for the data flows stored by data store ""Audit Log"" across all cases?",0.0,0.9695824205016809,1.0,0.9999999999
"What threats are being mitigated by mitigation ""Comprehensive Transaction Logging"" across all cases?",0.0,0.9664883903131689,0.0,0.0
"Trace the path from process ""Screen for Fraud"" to data store ""Payment Records"".",1.0,0.9172643247388006,1.0,0.9999999999
"Trace the path from external entity ""Payment Gateway Provider (StripeConnect)"" to external entity ""Customer"".",0.5555555555555556,0.8643183762831463,0.0,0.9999999999
"Trace the path from external entity ""Customer"" to external entity ""Email Delivery Service (SendGrid)"".",0.6,0.965704664618634,0.2,0.9999999999
"Trace the path from process ""Receive and Validate Review"" to data store ""Product Reviews Database"".",0.6,0.8280280693204999,1.0,0.9999999999
"Trace the path from process ""Validate Return Request"" to external entity ""Payment Gateway Provider (StripeConnect)"".",0.0,0.0,0.0,0.0
"What is the risk level of ""Carrier Identity Spoofing"", and what trust boundary does ""Ingest & Validate Carrier Update"" reside in?",1.0,0.9614409357119597,1.0,0.9999999999
"Which mitigations are linked to ""Refund Repudiation"", and what protocol is used by ""Refund Authorization Request""?",1.0,0.9920412058098141,1.0,0.9999999999
"What threats affect ""Screen for Fraud"" and what mitigations are applied to ""Fraud Rules Repository""?",0.5,0.9883878486608314,1.0,0.9999999999
"What trust boundaries are crossed by ""Approved Payment Request"" and what threats affect ""Generate Payment Receipt""?",0.0,0.885351756465712,0.5,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine"", and what data store receives ""Return Processing Audit Entry""?",0.0,0.994602423960809,0.0,0.9999999999
