user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What is the risk level of ""Carrier Identity Spoofing""?",1.0,1.0,1.0,0.9999999999
"What is the protocol used by ""Receipt Delivery""?",1.0,0.9924641812552012,1.0,0.9999999999
"What is the protocol used by ""Customer Profile Lookup""?",1.0,0.9938593772239208,1.0,0.9999999999
"What is the cost of ""Immutable Append-Only Log Storage""?",1.0,0.9999999999999998,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine""?",1.0,0.0,1.0,0.9999999999
"Which data flows are inputs to ""Screen for Fraud""?",1.0,0.9774391112330517,0.0,0.9999999999
"Which data store receives ""Refund Execution Audit Entry""?",1.0,0.8382041361999742,1.0,0.9999999999
"Which is the following task after ""Ship Order""?",1.0,0.9814057636362653,1.0,0.9999999999
"Which is the following task after ""Display Return Policy""?",1.0,0.9779879012304216,1.0,0.9999999999
"Which are the possible mitigations for threat ""Payment Data Tampering in Transit""?",1.0,0.9956425426960366,1.0,0.9999999999
"What threats are linked to ""Generate Delivery Milestone""?",1.0,0.9929571731908347,1.0,0.9999999999
"What categories are the mitigations which can counter threat named ""Sensitive Data Leakage in Receipts""?",1.0,0.0,0.5,0.9999999999
"Which trust boundaries are crossed by the data flows that are input to ""Execute Refund""?",1.0,0.0,0.0,0.9999999999
"What trust zone does the data store that stores ""Payment Record Storage"" reside in?",1.0,0.9266351465714942,1.0,0.9999999999
"What mitigations are implemented to data store ""Fraud Rules Repository""?",1.0,0.7362775714925304,1.0,0.9999999999
"What threats impact the data flows which are outputted by the process ""Execute Payment Transaction""?",0.0,0.0,0.0,0.0
"What threats impact the data flows which cross the trust boundary named ""Internal Order Management Zone (1)""?",1.0,0.0,0.0,0.0
"What mitigations are implemented for the processes residing in trust zone named ""Internal Network Boundary (2)""?",1.0,0.0,0.0,0.0
"What mitigations secure the data flows stored by the data store ""Customer Database""?",0.0,0.9915678298608367,0.0,0.9999999999
"What threats impact the external entity which sends the data flow named ""Carrier Tracking Update""?",0.0,0.0,0.0,0.0
"What categories are the threats impacting the data flows which are outputs of the process ""Publish Approved Review""?",1.0,0.0,1.0,0.9999999999
