user_input,faithfulness,answer_relevancy,context_recall,context_precision
"What is the risk level of ""Carrier Identity Spoofing""?",1.0,1.0,1.0,0.9999999999
"What is the protocol used by ""Receipt Delivery""?",0.0,0.9939107327190981,0.0,0.0
"What is the protocol used by ""Customer Profile Lookup""?",0.0,0.9938593772239208,0.0,0.9999999999
"What is the cost of ""Immutable Append-Only Log Storage""?",1.0,0.9999999999999998,1.0,0.9999999999
"What is the implementation status of ""Return Eligibility Verification Engine""?",1.0,0.0,1.0,0.9999999999
"Which data flows are inputs to ""Screen for Fraud""?",0.0,0.9882233282232017,0.0,0.0
"Which data store receives ""Refund Execution Audit Entry""?",1.0,0.8685377470709481,1.0,0.9999999999
"Which is the following task after ""Ship Order""?",0.0,0.9816986692666773,1.0,0.9999999999
"Which is the following task after ""Display Return Policy""?",1.0,0.9779879012304216,1.0,0.9999999999
"Which are the possible mitigations for threat ""Payment Data Tampering in Transit""?",0.0,0.9956425426960366,1.0,0.9999999999
"What threats are linked to ""Generate Delivery Milestone""?",0.0,0.9929571731908347,0.0,0.9999999999
"What categories are the mitigations which can counter threat named ""Sensitive Data Leakage in Receipts""?",1.0,0.960038363894314,1.0,0.9999999999
"Which trust boundaries are crossed by the data flows that are input to ""Execute Refund""?",0.0,0.924227822960963,0.0,0.0
"What trust zone does the data store that stores ""Payment Record Storage"" reside in?",0.0,0.9266625411237737,0.0,0.0
"What mitigations are implemented to data store ""Fraud Rules Repository""?",0.0,0.9820569106153416,0.0,0.0
"What threats impact the data flows which are outputted by the process ""Execute Payment Transaction""?",0.0,0.9642314923597453,0.0,0.0
"What threats impact the data flows which cross the trust boundary named ""Internal Order Management Zone (1)""?",1.0,0.9362629304664458,1.0,0.9999999999
"What mitigations are implemented for the processes residing in trust zone named ""Internal Network Boundary (2)""?",0.0,0.9801565739813347,1.0,0.9999999999
"What mitigations secure the data flows stored by the data store ""Customer Database""?",0.5,0.9560531848264543,0.0,0.9999999999
"What threats impact the external entity which sends the data flow named ""Carrier Tracking Update""?",0.0,0.9345933637840371,0.0,0.0
"What categories are the threats impacting the data flows which are outputs of the process ""Publish Approved Review""?",0.3333333333333333,0.9621876469942849,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Audit Log""?",0.5,0.9696346151120486,1.0,0.9999999999
"What categories are the mitigations which can counter the threats affecting data store ""Order and Shipment Database""?",0.0,0.9843247501750427,1.0,0.9999999999
"What threats impact the process which outputs the data flow which is stored by data store ""Inventory Database""?",0.3333333333333333,0.8514893155985045,0.0,0.9999999999
"What mitigations are used for the process which outputs the data flow that is taken as input by process ""Assess Return Eligibility""?",0.0,0.8857282057496223,0.0,0.0
"What are the external entities from the ""Process Payment"" BPMN Sub-Process?",1.0,0.882356647383804,1.0,0.9999999999
"What are the data stores from the ""Manage Customer Profile"" BPMN Sub-Process?",0.0,0.7511870802735345,1.0,0.9999999999
